page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
123,ketchup-squash-fruit,"Ketchup, squash and fruit do not deliver positive Covid-19 results","Some foods can break a lateral flow test and cause a second line to appear. This rarely happens when the tests are used properly, on people.",https://www.fullfact.org/media/_versions/ketchup_homepage_article.jpg,2021-06-29,https://www.fullfact.org/online/ketchup-squash-fruit/
123,Hart-Newsround-report-misleading,Critical report on BBC Newsround story is misleading,A report has criticised aspects of BBC childrens’ show Newsround’s coverage on Covid-19 vaccines but misleads in the process.,https://www.fullfact.org/media/_versions/vaccine_kids_homepage_article.jpg,2021-06-29,https://www.fullfact.org/online/Hart-Newsround-report-misleading/
123,school-pupils-return-classroom-covid,Pandemic school attendance: fact checked,"The Centre for Social Justice has described around 93,000 pupils as “severely absent” in the 2020 autumn term.",https://www.fullfact.org/media/_versions/sun_school_return_homepage_article.jpg,2021-06-29,https://www.fullfact.org/education/school-pupils-return-classroom-covid/
123,Covid-vaccine-miscarriage-false,Website makes false claims about vaccines and miscarriages,Daily Expose has claimed that the Covid-19 vaccine is to blame for dozens of miscarriages. There is no evidence for this.,https://www.fullfact.org/media/_versions/vaccine_generic_homepage_article.jpg,2021-06-28,https://www.fullfact.org/online/Covid-vaccine-miscarriage-false/
123,telegraph-suggests-9-england-dies-each-year,Telegraph suggests 9% of England dies each year,The article confuses an annual death rate with a monthly death rate.,https://www.fullfact.org/media/_versions/ons_homepage_article.jpg,2021-06-28,https://www.fullfact.org/health/telegraph-suggests-9-england-dies-each-year/
124,PCR-context,The BMJ didn’t say PCR tests are useless,"A social media post uses a BMJ article to support a claim about PCR testing, but doesn’t include some important context about the article it’s referencing.",https://www.fullfact.org/media/_versions/pcr_tests_homepage_article.jpg,2021-06-25,https://www.fullfact.org/online/PCR-context/
124,children-CPR,NHS says you should perform rescue breaths on children who aren’t breathing,A widely shared infographic suggests that CPR for children involves chest compressions only. But NHS advice is to also give rescue breaths (mouth to mouth).,https://www.fullfact.org/media/_versions/paed_cpr__homepage_article.jpg,2021-06-25,https://www.fullfact.org/online/children-CPR/
124,instagram-post-gets-it-wrong-about-covid-19-vaccines-and-animal-testing,Instagram post gets it wrong about Covid-19 vaccines and animal testing,An Instagram post has repeated falsehoods about the survival rate for Covid-19 and vaccine testing on animals.,https://www.fullfact.org/media/_versions/fb_vaccine_proximity_pic_homepage_article.jpg,2021-06-24,https://www.fullfact.org/online/instagram-post-gets-it-wrong-about-covid-19-vaccines-and-animal-testing/
124,vaccine-covid-deaths-summer,Government modelling not proof of vaccine ‘genocide’,"Estimates that most people who will die of Covid this summer will be vaccinated reflects the high rate of vaccination, not any harm of vaccines.",https://www.fullfact.org/media/_versions/vaccines_homepage_article.jpg,2021-06-24,https://www.fullfact.org/online/vaccine-covid-deaths-summer/
124,facebook-post-about-poppy-graffiti-mosque-misleading,Facebook post about poppy graffiti on mosque is misleading,A Facebook post about two men who defaced a mosque with a poppy picture doesn’t say what other offences they admitted.,https://www.fullfact.org/media/_versions/poppy_mosque_homepage_article.jpg,2021-06-24,https://www.fullfact.org/online/facebook-post-about-poppy-graffiti-mosque-misleading/
124,vaccinated-passengers-spain-russia,Vaccinated people are not warned against flying,"This Covid-19 rumour has spread from Russia to Spain to Australia and the UK, but it isn’t true.",https://www.fullfact.org/media/_versions/f584j8_24_june_2021_homepage_article.jpg,2021-06-24,https://www.fullfact.org/online/vaccinated-passengers-spain-russia/
124,nhs-data-cut-off,The deadline for opting out of the NHS GP data collection has changed,NHS Digital will start collecting the data at the start of September.,https://www.fullfact.org/media/_versions/d0k3fj_(1)_homepage_article.jpg,2021-06-23,https://www.fullfact.org/online/nhs-data-cut-off/
124,british-airways-covid-vaccine,British Airways hasn’t told their pilots they don’t need Covid-19 vaccine,A Facebook post has also shared baseless claims that some airlines are considering banning vaccinated passengers.,https://www.fullfact.org/media/_versions/fb_ba_vaccine_homepage_article.jpg,2021-06-23,https://www.fullfact.org/online/british-airways-covid-vaccine/
124,scotland-smoking-ban-heart-attack,Herald suggests Scotland’s 2006 smoking ban behind drop in heart attacks since 1990,An article in The Herald misleadingly suggested the 2006 Scottish smoking ban was behind a 74% drop in heart attacks since 1990.,https://www.fullfact.org/media/_versions/smokers_homepage_article.jpg,2021-06-23,https://www.fullfact.org/health/scotland-smoking-ban-heart-attack/
124,who-alcohol-women,The WHO hasn’t said women should be banned from drinking,"Confusion seems to stem from a published first draft of the WHO’s global alcohol action plan, which talks about ‘appropriate’ prevention measures among women who are pregnant or of 'childbearing …",https://www.fullfact.org/media/_versions/women_drinking__homepage_article.jpg,2021-06-22,https://www.fullfact.org/health/who-alcohol-women/
124,bronson-huntley-different-prisons,Charles Bronson has not attacked Ian Huntley,The two men are in different prisons.,https://www.fullfact.org/media/_versions/ce9hcc_22_june_2021_homepage_article.jpg,2021-06-22,https://www.fullfact.org/online/bronson-huntley-different-prisons/
124,face-coverings,You do not need a doctor’s letter to prove exemption from face coverings,Wearing face coverings in certain settings is now a legal requirement but you do not need a doctor’s letter to prove that you are exempt.,https://www.fullfact.org/media/_versions/mask_exemptions_homepage_article.jpg,2021-06-22,https://www.fullfact.org/online/face-coverings/
125,NHS-digital-passport-vaccination-scam,The NHS isn’t asking for payment for Covid-19 vaccination passes,Scam emails purporting to be from the NHS are demanding money for a ‘Coronavirus Digital Passport’ to prove vaccination status.,https://www.fullfact.org/media/_versions/nhs_app_homepage_article.jpg,2021-06-22,https://www.fullfact.org/online/NHS-digital-passport-vaccination-scam/
125,genomics-england,All health secretaries become a shareholder of Genomics England,"This is a part of the job, rather than a personal role for Matt Hancock.",https://www.fullfact.org/media/_versions/matt_hancock_bolton_homepage_article.jpg,2021-06-22,https://www.fullfact.org/online/genomics-england/
125,japan-olympic-black-lives-matter,Japan hasn’t banned Olympic athletes from taking the knee,Rules prohibiting demonstrations or protests at Olympic venues have been in place for decades.,https://www.fullfact.org/media/_versions/fb_blm_olympics_homepage_article.jpg,2021-06-22,https://www.fullfact.org/online/japan-olympic-black-lives-matter/
125,not-ronaldo-in-a-mosque,Ronaldo didn’t visit a mosque in Birmingham,Footage of a lookalike of the Portuguese footballer has been widely shared online.,https://www.fullfact.org/media/_versions/2fkn24h_22_june_2021_homepage_article.jpg,2021-06-22,https://www.fullfact.org/online/not-ronaldo-in-a-mosque/
125,first-vape-toy,‘My First Vape’ toy is not real,The mocked up packaging was produced by a Twitter account previously behind a children’s ‘Happy Hour Playset’.,https://www.fullfact.org/media/_versions/h21mmg_edit_homepage_article.jpg,2021-06-22,https://www.fullfact.org/online/first-vape-toy/
125,banana-ripening,You can’t tell how a banana was ripened by looking at it,Claims that naturally ripened bananas look different from chemically ripened bananas are false.,https://www.fullfact.org/media/_versions/r29j1r_edit_homepage_article.jpg,2021-06-22,https://www.fullfact.org/online/banana-ripening/
125,hydroxychloroquine-200-per-cent,Hydroxychloroquine study not all that it seems,Patients may have been given more of the drug because they lived longer—not the other way around.,https://www.fullfact.org/media/_versions/2baat79_(1)_homepage_article.jpg,2021-06-21,https://www.fullfact.org/online/hydroxychloroquine-200-per-cent/
125,fake-memo-imperial-college-lockdown,Fake memo circulating claiming to be from Imperial College,The memo allegedly sets out plans for a permanent lockdown of the UK but has no credible source and makes false claims.,https://www.fullfact.org/media/_versions/lockdown_homepage_article.jpg,2021-06-19,https://www.fullfact.org/online/fake-memo-imperial-college-lockdown/
125,covid-cremation-pcr-asymptomatic-transmission,Covid-19 victims cannot be cremated against their wishes,"A post on Facebook also wrongly claims that asymptomatic transmission is a hoax, PCR tests are useless and Covid-19 death statistics have been manipulated.",https://www.fullfact.org/media/_versions/fb_covid_cremations_homepage_article.jpg,2021-06-18,https://www.fullfact.org/online/covid-cremation-pcr-asymptomatic-transmission/
125,april-2021-trade-figures,April’s trade figures fact checked,Covid-19 and Brexit mean trade volumes are incredibly volatile at the moment. We take a look at some of the claims about the latest data.,https://www.fullfact.org/media/_versions/trade_homepage_article.jpg,2021-06-18,https://www.fullfact.org/economy/april-2021-trade-figures/
125,british-airways-pilot-vaccine,British Airways is not in ‘crisis talks’ with the government about vaccinated pilots,"There is no evidence three pilots died of the Covid-19 vaccine. Four pilots have recently died, but BA says these are not linked.",https://www.fullfact.org/media/_versions/mp5y9d_(1)_homepage_article.jpg,2021-06-18,https://www.fullfact.org/online/british-airways-pilot-vaccine/
125,bristol-weston-PCR-cycle,97% of PCR positives aren’t false,A clip of a woman calling a Bristol hospital claiming most of its “positive” cases are false has been shared on social media.,https://www.fullfact.org/media/_versions/2f9c24d_edit_homepage_article.jpg,2021-06-18,https://www.fullfact.org/online/bristol-weston-PCR-cycle/
126,conservative-woman-vaccine-scientist-spike-protein,Claims that Covid vaccine spike proteins are harmful are unevidenced,A Conservative Woman article repeats claims from a Canadian vaccine scientist that appear to be based on flawed assumptions.,https://www.fullfact.org/media/_versions/fb_conservative_woman_spike_protein_homepage_article.jpg,2021-06-17,https://www.fullfact.org/online/conservative-woman-vaccine-scientist-spike-protein/
126,uk-foreign-aid-g7,"The UK will cut aid this year, but barely did last year","The UK spends more on aid than most G7 countries, although the gap will close in 2021.",https://www.fullfact.org/media/_versions/2g30k2w_17_june_2021_homepage_article.jpg,2021-06-17,https://www.fullfact.org/economy/uk-foreign-aid-g7/
126,labours-record-on-unemployment,Labour’s record on unemployment,Labour has led the UK government on six occasions. Unemployment rose during five of those.,https://www.fullfact.org/media/_versions/ramsay_macdonald_homepage_article.jpg,2021-06-16,https://www.fullfact.org/economy/labours-record-on-unemployment/
126,metropolitan-police-protesters,More than 30 people are allowed to protest,"Under current Covid-19 regulations, more than 30 people can protest in England if it has been organised by an accepted body and risk assessments have taken place.",https://www.fullfact.org/media/_versions/jul2018-protest-crowd-06062019_homepage_article.jpg,2021-06-15,https://www.fullfact.org/law/metropolitan-police-protesters/
126,david-icke-makes-false-claim-that-vaccines-are-gene-therapy,David Icke makes false claim that vaccines are ‘gene therapy’,"Conspiracy theorist David Icke has made unsubstantiated claims about Covid-19 transmission , climate change and gene therapy.",https://www.fullfact.org/media/_versions/david_icke_2_homepage_article.jpg,2021-06-14,https://www.fullfact.org/online/david-icke-makes-false-claim-that-vaccines-are-gene-therapy/
126,removing-ticks,Don’t use washing up liquid to remove ticks,"Although this may sometimes work, there are better methods which could help to reduce the risk of contracting a disease from a tick.",https://www.fullfact.org/media/_versions/tick_homepage_article.jpg,2021-06-14,https://www.fullfact.org/online/removing-ticks/
126,christian-eriksen-covid-vaccine,"Christian Eriksen did not have Covid-19 vaccine before collapse, says Inter Milan CEO",Users on social media are sharing false claims that the Danish footballer had been vaccinated days before becoming ill on the pitch.,https://www.fullfact.org/media/_versions/eriksen_homepage_article.jpg,2021-06-14,https://www.fullfact.org/online/christian-eriksen-covid-vaccine/
126,pfizer-myocarditis,Possible link between Pfizer second dose and mild heart inflammation in young men,Most men studied in Israel had to go into hospital for a few days but the majority of cases were quite mild.,https://www.fullfact.org/media/_versions/bpjmcw_(1)_homepage_article.jpg,2021-06-11,https://www.fullfact.org/health/pfizer-myocarditis/
126,david-icke-midazolam,Covid-19 is real and not a government euthanasia policy,"Covid-19 and SARS-CoV-2 are well recognised, and there is no evidence that midazolam has been used as part of a euthanasia policy designed to kill Covid-19 patients.",https://www.fullfact.org/media/_versions/midazolam_homepage_article.jpg,2021-06-11,https://www.fullfact.org/online/david-icke-midazolam/
126,foreign-aid-2021,Boris Johnson was broadly right about aid spending,The government’s plan to reduce foreign aid will still mean spending more on it than past governments did.,https://www.fullfact.org/media/_versions/b8jfdx_10_june_2021_homepage_article.jpg,2021-06-10,https://www.fullfact.org/economy/foreign-aid-2021/
126,antibody-dependant-enhancement,There’s no evidence Covid-19 vaccines make the disease worse,"Experts say animal studies, clinical trials, and increasing real world data add to evidence that Covid-19 vaccines are not causing antibody dependent enhancement.",https://www.fullfact.org/media/_versions/ade_image_homepage_article.jpg,2021-06-09,https://www.fullfact.org/health/antibody-dependant-enhancement/
126,matt-hancock-protective-ring-care-homes,Matt Hancock used the phrase ‘protective ring’ about care homes long before he claims,Records show the Health Secretary used the phrase about care homes in May 2020 to describe actions taken in the first wave of the pandemic.,https://www.fullfact.org/media/_versions/hancock_protective_ring__homepage_article.jpg,2021-06-08,https://www.fullfact.org/health/matt-hancock-protective-ring-care-homes/
127,covid-vaccine-vial-magnetic,A magnet won’t stick to a glass vaccine vial,A widely-shared social media video claims to show a magnet sticking to what appears to be a vaccine vial.,https://www.fullfact.org/media/_versions/misleadingbanner_homepage_article.png,2021-06-07,https://www.fullfact.org/online/covid-vaccine-vial-magnetic/
127,Piers-Corbyn-wrong-covid-vaccine-figures,Piers Corbyn makes misleading claims about vaccine deaths,Piers Corbyn has falsely claimed vaccines caused over a thousand deaths and nearly a million adverse reactions.,https://www.fullfact.org/media/_versions/piers_corbyn_2_homepage_article.jpg,2021-06-04,https://www.fullfact.org/online/Piers-Corbyn-wrong-covid-vaccine-figures/
127,nhs-data,What’s happening with your NHS data?,"We cover whether your data’s being sold, the types of opt-out available and what exactly has changed.",https://www.fullfact.org/media/_versions/pwxcdc_(1)_homepage_article.jpg,2021-06-04,https://www.fullfact.org/health/nhs-data/
127,amber-list-exemptons,Govt advice differs for travel to some amber list islands,"The FCDO advises against non-essential travel to amber list countries, but makes exemptions for some islands of these countries",https://www.fullfact.org/media/_versions/2d73804_edit_homepage_article.jpg,2021-06-04,https://www.fullfact.org/health/amber-list-exemptons/
127,MHRA-yellow-card-poster,Poster about Yellow Card scheme is not real,The MHRA has confirmed that a poster spreading on social media which makes claims about vaccine approvals does not come from them.,https://www.fullfact.org/media/_versions/2e8kbk7_edit_homepage_article.jpg,2021-06-04,https://www.fullfact.org/online/MHRA-yellow-card-poster/
127,Twickenham-Covid-19-vaccine-claims-false,Hecklers at Twickenham Stadium vaccine drive spout false claims,A video filmed by protestors at Twickenham Stadium repeats Covid-19 vaccine claims we’ve debunked several times before.,https://www.fullfact.org/media/_versions/twickenham_stadium_homepage_article.jpg,2021-06-04,https://www.fullfact.org/online/Twickenham-Covid-19-vaccine-claims-false/
127,literacy-numeracy-uk-telegraph,Telegraph columnist wrongly claims literacy at the lowest level in UK history,"A Telegraph article was wrong to say literacy was at its lowest level in history, and that every international league table puts the UK near bottom for literacy and numeracy. …",https://www.fullfact.org/media/_versions/dyr525-edit_homepage_article.jpg,2021-06-03,https://www.fullfact.org/education/literacy-numeracy-uk-telegraph/
127,covid-vaccines-are-effective,Covid-19 vaccines are very effective,"Some people are unlikely to get ill with Covid anyway, but that doesn’t mean that the vaccines offer less protection.",https://www.fullfact.org/media/_versions/2b9f307_2_june_2021_homepage_article.jpg,2021-06-02,https://www.fullfact.org/online/covid-vaccines-are-effective/
127,talk-radio-covid-death-statistics,More than 10 people are dying of Covid-19 each week in the UK,Julia Hartley-Brewer claimed on talkRADIO that fewer than 10 people a week are now dying from Covid-19. This is untrue.,https://www.fullfact.org/media/_versions/jhb_death_figures_homepage_article.jpg,2021-06-02,https://www.fullfact.org/health/talk-radio-covid-death-statistics/
127,this-morning-vaccines,This Morning guest makes misleading claims on vaccine efficacy,Evidence points to the fact that vaccines do stop you catching Covid and spreading it.,https://www.fullfact.org/media/_versions/screenshot_2021-06-01_at_16_homepage_article.jpg,2021-06-01,https://www.fullfact.org/online/this-morning-vaccines/
127,fake-bbc-screenshot,The BBC did not claim 350 people attended anti-lockdown protests,A widely shared screenshot suggesting otherwise has itself been faked.,https://www.fullfact.org/media/_versions/derbyshire_homepage_article.png,2021-06-01,https://www.fullfact.org/online/fake-bbc-screenshot/
127,ian-brown-wrong-to-claim-japan-refuses-blood-from-anyone-whos-been-vaccinated,Ian Brown wrong to claim Japan refuses blood from anyone who’s been vaccinated,"Lead singer of The Stone Roses, Ian Brown, has falsely claimed that Japan has stopped anyone vaccinated for Covid-19 from giving blood.",https://www.fullfact.org/media/_versions/ian_brown1_homepage_article.jpg,2021-05-28,https://www.fullfact.org/online/ian-brown-wrong-to-claim-japan-refuses-blood-from-anyone-whos-been-vaccinated/
128,luc-montagnier,No evidence Nobel Laureate said vaccinated people will die in two years,Luc Montagnier has expressed opposition to Covid-19 vaccines.,https://www.fullfact.org/media/_versions/fb_vaccine_proximity_pic_homepage_article.jpg,2021-05-28,https://www.fullfact.org/online/luc-montagnier/
128,matt-hancock-wrong-about-number-bolton-vaccinations,Matt Hancock wrong about number of Bolton vaccinations,"Official figures put the town’s highest number of people vaccinated in a single day at 5,465, not tens of thousands.",https://www.fullfact.org/media/_versions/matt_hancock_bolton_homepage_article.jpg,2021-05-28,https://www.fullfact.org/news/matt-hancock-wrong-about-number-bolton-vaccinations/
128,edlines-headlines-that-contradict-the-article,The media must stop using misleading headlines,Often the article doesn’t actually say what the headline promised. We call this an ‘edline’.,https://www.fullfact.org/media/_versions/Untitled_homepage_article.jpg,2021-05-28,https://www.fullfact.org/news/edlines-headlines-that-contradict-the-article/
128,keir-starmer-angela-rayner-uk-covid-death-toll-europe,"The UK does not have the worst death toll in Europe, when you account for population",It has recorded the 14th highest number of Covid-19 deaths per million people.,https://www.fullfact.org/media/_versions/2a13182_28_may_2021_homepage_article.jpg,2021-05-28,https://www.fullfact.org/health/keir-starmer-angela-rayner-uk-covid-death-toll-europe/
128,covid-vaccines,The Covid-19 vaccines have not only been tested on healthy people as claimed,A video on Facebook makes various claims about Covid-19 vaccines which are wrong or could use more context.,https://www.fullfact.org/media/_versions/vaccines_vid_homepage_article.jpg,2021-05-28,https://www.fullfact.org/health/covid-vaccines/
128,senior-civil-service-class,Are senior civil servants really as privileged as they were 50 years ago?,"The proportion of senior civil servants classed as being from a lower socioeconomic band has remained about the same, but the size of that band overall has shrunk considerably.",https://www.fullfact.org/media/_versions/2b9hpec_edit_homepage_article.jpg,2021-05-26,https://www.fullfact.org/news/senior-civil-service-class/
128,SM-102,The Moderna vaccine contains SM-102 not chloroform,"A widely circulated video of a product safety leaflet for SM-102, shows the profile of SM-102 in solution with chloroform, which is known for its toxicity.",https://www.fullfact.org/media/_versions/sm102_homepage_article.jpg,2021-05-25,https://www.fullfact.org/health/SM-102/
128,vaccine-magnet-bluetooth,Getting a Covid-19 vaccine doesn’t mean you can connect to Bluetooth,This rumour is totally false.,https://www.fullfact.org/media/_versions/pecaa0_(1)_homepage_article.jpg,2021-05-24,https://www.fullfact.org/online/vaccine-magnet-bluetooth/
128,dandelion-cancer,Dandelion root is not a proven cancer cure,"It has been shown to have some effect in lab studies, and in mice, but evidence in humans is lacking.",https://www.fullfact.org/media/_versions/dandelion_piece_homepage_article.jpg,2021-05-21,https://www.fullfact.org/health/dandelion-cancer/
128,vaccine-enhancement-syndrome,Having a Covid-19 vaccine doesn’t make you more vulnerable to the disease,A Facebook post that claims people who are vaccinated may become particularly ill from ‘vaccine enhancement syndrome’ is completely wrong.,https://www.fullfact.org/media/_versions/az_vaccine_homepage_article.jpg,2021-05-20,https://www.fullfact.org/online/vaccine-enhancement-syndrome/
128,amber-list-countries,Can I go to amber list countries?,There have been conflicting reports on the reasons you can travel to amber status countries from England.,https://www.fullfact.org/media/_versions/ap8y14_(1)_homepage_article.jpg,2021-05-20,https://www.fullfact.org/health/amber-list-countries/
128,Freedom-March-false-covid-claims,Freedom March video littered with false claims about Covid-19 cures,"A speech made by a prominent anti-lockdown influencer includes false claims about Ivermectin, vitamin D and hydroxychloroquine.",https://www.fullfact.org/media/_versions/2fnagnp_homepage_article.png,2021-05-20,https://www.fullfact.org/online/Freedom-March-false-covid-claims/
129,risk-children-death-covid,"The risk of dying from a Covid vaccine is lower than 1 in 31,000","While children have a very low risk of dying from Covid, the reported death rate of 1 in 3.5 million is not quite right.",https://www.fullfact.org/media/_versions/vaccines_homepage_article.jpg,2021-05-19,https://www.fullfact.org/online/risk-children-death-covid/
129,dead-birds-india-were-not-killed-5g,Dead birds in India were not killed by 5G,A social media post falsely claims hundreds of birds in India were killed by 5G.,https://www.fullfact.org/media/_versions/5g-tower-30052019_homepage_article.jpg,2021-05-19,https://www.fullfact.org/online/dead-birds-india-were-not-killed-5g/
129,indian-variants-sequencing,The so-called ‘Indian variants’  have been found in lots of countries,"The UK has sequenced high numbers of cases, but sequencing has shown that the variant is present in lots of other countries too.",https://www.fullfact.org/media/_versions/india_to_uk_homepage_article.jpg,2021-05-19,https://www.fullfact.org/health/indian-variants-sequencing/
129,david-attenborough-tree-HS2,No evidence Sir David Attenborough made viral comments about HS2,Thousands of people have shared a quote attributed to the broadcaster about a tree felled for HS2.,https://www.fullfact.org/media/_versions/fb_attenborough_homepage_article.jpg,2021-05-18,https://www.fullfact.org/online/david-attenborough-tree-HS2/
129,covid-tests-world-bank,Trade data doesn’t show we knew about Covid in 2018,"Diagnostic tests were relabelled as Covid-19 diagnostic tests in some trade data, which then appeared to show Covid tests being exported in 2018.",https://www.fullfact.org/media/_versions/kid_covid_test_homepage_article.jpg,2021-05-18,https://www.fullfact.org/online/covid-tests-world-bank/
129,VAERS-reporting-america,"Covid-19 vaccines haven’t caused 3,362 deaths in America",Events reported to the VAERS system in the US weren’t necessarily caused by the vaccine.,https://www.fullfact.org/media/_versions/vaers_homepage_article.jpg,2021-05-18,https://www.fullfact.org/health/VAERS-reporting-america/
129,ellie-morad-not-missing-may-2021,Fake missing child reports used to scam Facebook users,Reports of a missing child called Ellie Morrad are fake. Fake missing child reports are a common occurrence on Facebook.,https://www.fullfact.org/media/_versions/bfda17_edit_homepage_article.jpg,2021-05-18,https://www.fullfact.org/online/ellie-morad-not-missing-may-2021/
129,teeth-whitening,Claims about teeth whitening inquiries don’t add up,Articles claimed Londoners made more searches than any other UK city for teeth whitening. The study failed to adjust for population.,https://www.fullfact.org/media/_versions/teeth_homepage_article.jpg,2021-05-18,https://www.fullfact.org/health/teeth-whitening/
129,electric-vehicles-from-failed-business,These cars were not abandoned because their batteries failed,"The electric cars were part of a French car-sharing business, which stopped trading suddenly in 2018.",https://www.fullfact.org/media/_versions/better_screenshot_2021-05-18_at_15.21.08_homepage_article.jpg,2021-05-18,https://www.fullfact.org/online/electric-vehicles-from-failed-business/
129,russia-autopsy-covid-5g,"Claims about Russia, Covid-19 and 5G are almost all false",Russia was not the first country to perform an autopsy on a Covid-19 victim.,https://www.fullfact.org/media/_versions/fb_russia_autopsy_homepage_article.jpg,2021-05-18,https://www.fullfact.org/online/russia-autopsy-covid-5g/
129,police-tweet-about-helicopter-joy-riders-merseyside-fake,Police tweet about helicopter joy riders in Merseyside is fake,A mock tweet from Merseyside Police falsely claimed four men took an air ambulance helicopter on a joyride.,https://www.fullfact.org/media/_versions/en30mb_homepage_article.jpg,2021-05-18,https://www.fullfact.org/online/police-tweet-about-helicopter-joy-riders-merseyside-fake/
129,covid-19-pandemic-was-not-planned-rockefeller-foundation,Covid-19 pandemic was not planned by Rockefeller Foundation,False claims on social media say plans for the coronavirus pandemic were published years ago.,https://www.fullfact.org/media/_versions/covid-causes_homepage_article.jpg,2021-05-17,https://www.fullfact.org/online/covid-19-pandemic-was-not-planned-rockefeller-foundation/
130,genocide-act,The Genocide Act of 1969 has not just been repealed,"The act was repealed in 2001, but replaced by another law making genocide illegal.",https://www.fullfact.org/media/_versions/2b2aacp_(1)_homepage_article.jpg,2021-05-17,https://www.fullfact.org/online/genocide-act/
130,animal-sentience-laws,Animal sentience in UK law,"Animal welfare laws in the UK already acknowledge that animals can feel pain and suffer, but it has not been spelled out explicitly that they are sentient as in EU …",https://www.fullfact.org/media/_versions/djf1f3_edit_homepage_article.jpg,2021-05-17,https://www.fullfact.org/environment/animal-sentience-laws/
130,1102-vaccine-adr-death,"1,102 people haven’t died ‘of’ the Covid-19 vaccine",This is how many people have died a short period after getting vaccinated.,https://www.fullfact.org/media/_versions/2f5xb8r_(1)_homepage_article.jpg,2021-05-14,https://www.fullfact.org/online/1102-vaccine-adr-death/
130,george-floyd-mural-manchester-was-not-chosen-over-lee-rigby-memorial,A George Floyd mural in Manchester was not chosen over a Lee Rigby memorial,A Facebook post falsely claims that Manchester councillors approved a George Floyd mural over one of Lee Rigby.,https://www.fullfact.org/media/_versions/george_floyd_image_homepage_article.png,2021-05-14,https://www.fullfact.org/online/george-floyd-mural-manchester-was-not-chosen-over-lee-rigby-memorial/
130,covid-vaccine-magnet,Covid-19 vaccines do not make you magnetic,Baseless claims that the Covid-19 vaccines contain a microchip have persisted throughout the pandemic.,https://www.fullfact.org/media/_versions/fb_magnet2_homepage_article.jpg,2021-05-14,https://www.fullfact.org/online/covid-vaccine-magnet/
130,david-icke-vaccines-artificial-intelligence,There’s no AI in vaccines creating fertility problems in unvaccinated people,Another conspiracy theory from David Icke is being shared on social media.,https://www.fullfact.org/media/_versions/az_vaccine_homepage_article.jpg,2021-05-14,https://www.fullfact.org/online/david-icke-vaccines-artificial-intelligence/
130,baldness-genetics-covid,It’s not clear whether bald people get more ill with Covid-19,"Several newspapers have reported that being bald doubles your risk of severe Covid, but this is far from certain.",https://www.fullfact.org/media/_versions/2c3we83_14_may_2021_homepage_article.jpg,2021-05-14,https://www.fullfact.org/health/baldness-genetics-covid/
130,nuremberg-code-covid,Why is the Nuremberg Code being used to oppose Covid-19 vaccines?,Social media users are incorrectly citing the medical ethics code to argue against Covid-19 vaccination.,https://www.fullfact.org/media/_versions/vaccines_homepage_article.jpg,2021-05-13,https://www.fullfact.org/health/nuremberg-code-covid/
130,incorrect-picture-included-with-article,A mistake in the New York Post has been misconstrued as a sign of Covid-19 conspiracy,"The paper used a picture of scenes from a gas leak in India in 2020, not the Covid-19 crisis in 2021. But this seems to be a simple mistake, which …",https://www.fullfact.org/media/_versions/new_york_post_conspiracy_image__homepage_article.jpg,2021-05-13,https://www.fullfact.org/health/incorrect-picture-included-with-article/
130,cucumber-cancer,There’s no evidence that eating cucumbers stops lung cancer,"A Facebook post misreported some scientific papers on mice, lung cancer and a chemical in cucumbers.",https://www.fullfact.org/media/_versions/c4851j_(1)_homepage_article.jpg,2021-05-12,https://www.fullfact.org/online/cucumber-cancer/
130,honey-ginger-pepper-WHO,"Honey, ginger and pepper isn’t approved treatment for Covid-19",This home remedy has not been approved by the World Health Organisation. The WhatsApp message it’s been widely shared through is very similar to Facebook posts which have already been …,https://www.fullfact.org/media/_versions/Pondicherry-featured-image_homepage_article.jpg,2021-05-12,https://www.fullfact.org/health/honey-ginger-pepper-WHO/
130,ethylene-oxide-covid-test-ivermectin,Viral video spreads misinformation about ethylene oxide and Ivermectin,"There is no evidence that using something that has been sterilised with ethylene oxide, such as a Covid-19 swab, is harmful.",https://www.fullfact.org/media/_versions/fb_eo_ivermectin_homepage_article.jpg,2021-05-12,https://www.fullfact.org/online/ethylene-oxide-covid-test-ivermectin/
131,lung-cancer-drug-brexit,Conflicting claims about ‘new’ cancer drug thanks to Brexit are both misleading,"The medication has been authorised for a new and slightly different use, but the medication itself is not new.",https://www.fullfact.org/media/_versions/lung_ca_meds__homepage_article.jpg,2021-05-11,https://www.fullfact.org/health/lung-cancer-drug-brexit/
131,voter-photo-id-parcels,You don’t usually need photo ID to pick up a parcel,This was suggested by the Prime Minister’s spokesperson and Gillian Keegan MP in defence of plans to require voters to have photo ID.,https://www.fullfact.org/media/_versions/t13c0w_edit_homepage_article.jpg,2021-05-11,https://www.fullfact.org/law/voter-photo-id-parcels/
131,the-bbc-didnt-edit-the-headline-of-a-scottish-newspaper,The BBC didn’t edit the headline of a Scottish newspaper,The headline of an article about the Scottish election results was changed by the newspaper.,https://www.fullfact.org/media/_versions/herald_front_page_homepage_article.png,2021-05-11,https://www.fullfact.org/online/the-bbc-didnt-edit-the-headline-of-a-scottish-newspaper/
