fact_check_id,fact_check_page_url,fact_check_page_timestamp_fetch,fact_check_page_status_code,fact_check_page_encoding,fact_check_page_content_type,fact_check_page_error_message
nhs-staff-pay-rise-test-and-trace,https://www.fullfact.org/health/nhs-staff-pay-rise-test-and-trace/,2023-07-16 16:47:29,200,utf-8,text/html; charset=utf-8,
flu-not-eradicated,https://www.fullfact.org/online/flu-not-eradicated/,2023-07-16 16:49:05,200,utf-8,text/html; charset=utf-8,
german-astrazeneca-8-percent-handelsblatt,https://www.fullfact.org/health/german-astrazeneca-8-percent-handelsblatt/,2023-07-16 16:49:05,200,utf-8,text/html; charset=utf-8,
teen-covid-vaccine-trial,https://www.fullfact.org/online/teen-covid-vaccine-trial/,2023-07-16 16:49:05,200,utf-8,text/html; charset=utf-8,
kings-vaccine-survey,https://www.fullfact.org/health/kings-vaccine-survey/,2023-07-16 16:49:05,200,utf-8,text/html; charset=utf-8,
death-rate-2020-2003,https://www.fullfact.org/online/death-rate-2020-2003/,2023-07-16 16:49:06,200,utf-8,text/html; charset=utf-8,
coronavirus-claims-david-warburton,https://www.fullfact.org/health/coronavirus-claims-david-warburton/,2023-07-16 16:49:06,200,utf-8,text/html; charset=utf-8,
free-tv-licence-zoe-ball,https://www.fullfact.org/online/free-tv-licence-zoe-ball/,2023-07-16 16:49:06,200,utf-8,text/html; charset=utf-8,
there-isnt-pork-in-covid-19-vaccines,https://www.fullfact.org/health/there-isnt-pork-in-covid-19-vaccines/,2023-07-16 16:49:06,200,utf-8,text/html; charset=utf-8,
fake-posts-missing-girl-car,https://www.fullfact.org/online/fake-posts-missing-girl-car/,2023-07-16 16:49:06,200,utf-8,text/html; charset=utf-8,
liam-fox-death-figures,https://www.fullfact.org/health/liam-fox-death-figures/,2023-07-16 16:49:06,200,utf-8,text/html; charset=utf-8,
video-pcr-tests-nanoparticles,https://www.fullfact.org/online/video-pcr-tests-nanoparticles/,2023-07-16 16:49:06,200,utf-8,text/html; charset=utf-8,
free-school-meals-voucher,https://www.fullfact.org/economy/free-school-meals-voucher/,2023-07-16 16:49:06,200,utf-8,text/html; charset=utf-8,
viral-influencer-video-full-false-covid-19-claims,https://www.fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,2023-07-16 16:49:06,200,utf-8,text/html; charset=utf-8,
unreal-new-planet-image,https://www.fullfact.org/online/unreal-new-planet-image/,2023-07-16 16:49:06,200,utf-8,text/html; charset=utf-8,
norway-vaccine-deaths,https://www.fullfact.org/online/norway-vaccine-deaths/,2023-07-16 16:49:06,200,utf-8,text/html; charset=utf-8,
influencer-test-and-trace,https://www.fullfact.org/online/influencer-test-and-trace/,2023-07-16 16:49:07,200,utf-8,text/html; charset=utf-8,
kiwi-covid,https://www.fullfact.org/online/kiwi-covid/,2023-07-16 16:49:07,200,utf-8,text/html; charset=utf-8,
mandatory-vaccines-january-2021,https://www.fullfact.org/online/mandatory-vaccines-january-2021/,2023-07-16 16:49:07,200,utf-8,text/html; charset=utf-8,
nhs-number-coronavirus-vaccine,https://www.fullfact.org/online/nhs-number-coronavirus-vaccine/,2023-07-16 16:49:07,200,utf-8,text/html; charset=utf-8,
covid-excess-deaths-phe-jan-2021,https://www.fullfact.org/health/covid-excess-deaths-phe-jan-2021/,2023-07-16 16:49:07,200,utf-8,text/html; charset=utf-8,
teacher-covid-transmission,https://www.fullfact.org/health/teacher-covid-transmission/,2023-07-16 16:49:07,200,utf-8,text/html; charset=utf-8,
police-mask-exemption,https://www.fullfact.org/health/police-mask-exemption/,2023-07-16 16:49:07,200,utf-8,text/html; charset=utf-8,
qanon-uk-2020,https://www.fullfact.org/online/qanon-uk-2020/,2023-07-16 16:49:07,200,utf-8,text/html; charset=utf-8,
flawed-comparisons-between-test-and-trace-systems-go-viral,https://www.fullfact.org/health/flawed-comparisons-between-test-and-trace-systems-go-viral/,2023-07-16 16:49:07,200,utf-8,text/html; charset=utf-8,
can-we-believe-lockdown-sceptics,https://www.fullfact.org/health/can-we-believe-lockdown-sceptics/,2023-07-16 16:49:07,200,utf-8,text/html; charset=utf-8,
covid-deaths-winter-2020-talkradio,https://www.fullfact.org/health/covid-deaths-winter-2020-talkradio/,2023-07-16 16:49:08,200,utf-8,text/html; charset=utf-8,
joan-burgess-vaccine-picture,https://www.fullfact.org/online/joan-burgess-vaccine-picture/,2023-07-16 16:49:08,200,utf-8,text/html; charset=utf-8,
covid-passport-contract,https://www.fullfact.org/online/covid-passport-contract/,2023-07-16 16:49:08,200,utf-8,text/html; charset=utf-8,
boris-johnson-watch,https://www.fullfact.org/online/boris-johnson-watch/,2023-07-16 16:49:08,200,utf-8,text/html; charset=utf-8,
noids-covid,https://www.fullfact.org/health/noids-covid/,2023-07-16 16:49:08,200,utf-8,text/html; charset=utf-8,
disappearing-vaccine-needle,https://www.fullfact.org/online/disappearing-vaccine-needle/,2023-07-16 16:49:08,200,utf-8,text/html; charset=utf-8,
bells-palsy-vaccine-trial,https://www.fullfact.org/online/bells-palsy-vaccine-trial/,2023-07-16 16:49:08,200,utf-8,text/html; charset=utf-8,
placenta-protein-vaccine,https://www.fullfact.org/online/placenta-protein-vaccine/,2023-07-16 16:49:08,200,utf-8,text/html; charset=utf-8,
covid-vaccine-infertile-sued,https://www.fullfact.org/health/covid-vaccine-infertile-sued/,2023-07-16 16:49:08,200,utf-8,text/html; charset=utf-8,
coronavirus-transmission-hospitals,https://www.fullfact.org/health/coronavirus-transmission-hospitals/,2023-07-16 16:49:08,200,utf-8,text/html; charset=utf-8,
ppe-shortages-first-wave,https://www.fullfact.org/health/ppe-shortages-first-wave/,2023-07-16 16:49:08,200,utf-8,text/html; charset=utf-8,
how-to-check-a-tariff,https://www.fullfact.org/economy/how-to-check-a-tariff/,2023-07-16 16:49:08,200,utf-8,text/html; charset=utf-8,
fair-fuel-survey-cycle-lanes,https://www.fullfact.org/news/fair-fuel-survey-cycle-lanes/,2023-07-16 16:49:08,200,utf-8,text/html; charset=utf-8,
local-national-contact-tracing,https://www.fullfact.org/health/local-national-contact-tracing/,2023-07-16 16:49:09,200,utf-8,text/html; charset=utf-8,
pupil-funding-conservatives,https://www.fullfact.org/education/pupil-funding-conservatives/,2023-07-16 16:49:09,200,utf-8,text/html; charset=utf-8,
labour-11-percent-not-self-isolate,https://www.fullfact.org/health/labour-11-percent-not-self-isolate/,2023-07-16 16:49:09,200,utf-8,text/html; charset=utf-8,
false-claims-about-first-vaccine-recipients-spread-social-media,https://www.fullfact.org/health/false-claims-about-first-vaccine-recipients-spread-social-media/,2023-07-16 16:49:09,200,utf-8,text/html; charset=utf-8,
cambridge-pcr-false-positive,https://www.fullfact.org/online/cambridge-pcr-false-positive/,2023-07-16 16:49:09,200,utf-8,text/html; charset=utf-8,
vaccine-covid-fertility,https://www.fullfact.org/health/vaccine-covid-fertility/,2023-07-16 16:49:09,200,utf-8,text/html; charset=utf-8,
pfizer-vaccine-peg-ade,https://www.fullfact.org/health/pfizer-vaccine-peg-ade/,2023-07-16 16:49:09,200,utf-8,text/html; charset=utf-8,
covid19-vaccination-card,https://www.fullfact.org/health/covid19-vaccination-card/,2023-07-16 16:49:09,200,utf-8,text/html; charset=utf-8,
mersey-foi-deaths,https://www.fullfact.org/online/mersey-foi-deaths/,2023-07-16 16:49:09,200,utf-8,text/html; charset=utf-8,
coronavirus-vaccine-brexit,https://www.fullfact.org/health/coronavirus-vaccine-brexit/,2023-07-16 16:49:10,200,utf-8,text/html; charset=utf-8,
pearson-telegraph-whitty-vallance,https://www.fullfact.org/health/pearson-telegraph-whitty-vallance/,2023-07-16 16:49:10,200,utf-8,text/html; charset=utf-8,
vaccine-cold,https://www.fullfact.org/online/vaccine-cold/,2023-07-16 16:49:10,200,utf-8,text/html; charset=utf-8,
radiation-video-covid,https://www.fullfact.org/online/radiation-video-covid/,2023-07-16 16:49:10,200,utf-8,text/html; charset=utf-8,
real-letter-nhs-trust-dealt-no-covid-19-deaths,https://www.fullfact.org/health/real-letter-nhs-trust-dealt-no-covid-19-deaths/,2023-07-16 16:49:10,200,utf-8,text/html; charset=utf-8,
japan-eu-deal-thornberry,https://www.fullfact.org/economy/japan-eu-deal-thornberry/,2023-07-16 16:49:10,200,utf-8,text/html; charset=utf-8,
rna-vaccine-covid,https://www.fullfact.org/online/rna-vaccine-covid/,2023-07-16 16:49:10,200,utf-8,text/html; charset=utf-8,
nadine-dorries-vaccine,https://www.fullfact.org/online/nadine-dorries-vaccine/,2023-07-16 16:49:10,200,utf-8,text/html; charset=utf-8,
foetal-cells-covid-vaccine,https://www.fullfact.org/online/foetal-cells-covid-vaccine/,2023-07-16 16:49:10,200,utf-8,text/html; charset=utf-8,
gp-vaccine-first,https://www.fullfact.org/health/gp-vaccine-first/,2023-07-16 16:49:10,200,utf-8,text/html; charset=utf-8,
danish-mask-wearing-spectator,https://www.fullfact.org/health/danish-mask-wearing-spectator/,2023-07-16 16:49:10,200,utf-8,text/html; charset=utf-8,
mail-deaths-chart,https://www.fullfact.org/health/mail-deaths-chart/,2023-07-16 16:49:11,200,utf-8,text/html; charset=utf-8,
dog-risk-coronavirus,https://www.fullfact.org/health/dog-risk-coronavirus/,2023-07-16 16:49:11,200,utf-8,text/html; charset=utf-8,
covid-vaccine-march-sky,https://www.fullfact.org/health/covid-vaccine-march-sky/,2023-07-16 16:49:11,200,utf-8,text/html; charset=utf-8,
titanic-photograph-painting,https://www.fullfact.org/online/titanic-photograph-painting/,2023-07-16 16:49:11,200,utf-8,text/html; charset=utf-8,
vaccine-ai-mhra-adverse,https://www.fullfact.org/online/vaccine-ai-mhra-adverse/,2023-07-16 16:49:11,200,utf-8,text/html; charset=utf-8,
flu-pneumonia-death-years,https://www.fullfact.org/health/flu-pneumonia-death-years/,2023-07-16 16:49:11,200,utf-8,text/html; charset=utf-8,
suicide-coronavirus-deaths,https://www.fullfact.org/online/suicide-coronavirus-deaths/,2023-07-16 16:49:11,200,utf-8,text/html; charset=utf-8,
martin-lewis-city-of-london-police,https://www.fullfact.org/online/martin-lewis-city-of-london-police/,2023-07-16 16:49:11,200,utf-8,text/html; charset=utf-8,
moderna-vaccine-effectiveness,https://www.fullfact.org/health/moderna-vaccine-effectiveness/,2023-07-16 16:49:11,200,utf-8,text/html; charset=utf-8,
coronavirus-vaccine-safety-death-rate,https://www.fullfact.org/online/coronavirus-vaccine-safety-death-rate/,2023-07-16 16:49:11,200,utf-8,text/html; charset=utf-8,
covid-vaccine-fee,https://www.fullfact.org/health/covid-vaccine-fee/,2023-07-16 16:49:11,200,utf-8,text/html; charset=utf-8,
toby-young-ifr-tweet,https://www.fullfact.org/health/toby-young-ifr-tweet/,2023-07-16 16:49:12,200,utf-8,text/html; charset=utf-8,
coronavirus-vaccine-mercury-brain-damage,https://www.fullfact.org/health/coronavirus-vaccine-mercury-brain-damage/,2023-07-16 16:49:12,200,utf-8,text/html; charset=utf-8,
Covid-recovery-vaccine,https://www.fullfact.org/health/Covid-recovery-vaccine/,2023-07-16 16:49:12,200,utf-8,text/html; charset=utf-8,
coronavirus-figures-talk-radio,https://www.fullfact.org/health/coronavirus-figures-talk-radio/,2023-07-16 16:49:12,200,utf-8,text/html; charset=utf-8,
lateral-flow-test,https://www.fullfact.org/health/lateral-flow-test/,2023-07-16 16:49:12,200,utf-8,text/html; charset=utf-8,
Covid-isolated-virus,https://www.fullfact.org/health/Covid-isolated-virus/,2023-07-16 16:49:12,200,utf-8,text/html; charset=utf-8,
independent-sage-contact-tracing,https://www.fullfact.org/health/independent-sage-contact-tracing/,2023-07-16 16:49:12,200,utf-8,text/html; charset=utf-8,
suicide-lockdown-increase-nadine-dorries,https://www.fullfact.org/health/suicide-lockdown-increase-nadine-dorries/,2023-07-16 16:49:12,200,utf-8,text/html; charset=utf-8,
ticketmaster-coronavirus-vaccine,https://www.fullfact.org/health/ticketmaster-coronavirus-vaccine/,2023-07-16 16:49:12,200,utf-8,text/html; charset=utf-8,
giant-eagle-scotland,https://www.fullfact.org/online/giant-eagle-scotland/,2023-07-16 16:49:12,200,utf-8,text/html; charset=utf-8,
mandatory-vaccine-plans,https://www.fullfact.org/online/mandatory-vaccine-plans/,2023-07-16 16:49:12,200,utf-8,text/html; charset=utf-8,
covid-vaccine-aluminium,https://www.fullfact.org/health/covid-vaccine-aluminium/,2023-07-16 16:49:12,200,utf-8,text/html; charset=utf-8,
did-she-die-in-vain,https://www.fullfact.org/online/did-she-die-in-vain/,2023-07-16 16:49:12,200,utf-8,text/html; charset=utf-8,
liverpool-testing-schools,https://www.fullfact.org/online/liverpool-testing-schools/,2023-07-16 16:49:13,200,utf-8,text/html; charset=utf-8,
groups-swabs-covid-test,https://www.fullfact.org/online/groups-swabs-covid-test/,2023-07-16 16:49:13,200,utf-8,text/html; charset=utf-8,
covid-test-not-vaccine,https://www.fullfact.org/online/covid-test-not-vaccine/,2023-07-16 16:49:13,200,utf-8,text/html; charset=utf-8,
express-trump-election-voter-fraud,https://www.fullfact.org/news/express-trump-election-voter-fraud/,2023-07-16 16:49:13,200,utf-8,text/html; charset=utf-8,
coronavirus-lockdown-childcare,https://www.fullfact.org/health/coronavirus-lockdown-childcare/,2023-07-16 16:49:13,200,utf-8,text/html; charset=utf-8,
ruth-jones-wales-contact-tracing,https://www.fullfact.org/health/ruth-jones-wales-contact-tracing/,2023-07-16 16:49:13,200,utf-8,text/html; charset=utf-8,
coronavirus-transmission-schools-claims,https://www.fullfact.org/health/coronavirus-transmission-schools-claims/,2023-07-16 16:49:13,200,utf-8,text/html; charset=utf-8,
bbc-presenters-did-remove-their-poppies-they-were-wearing-them-earlier-bbc-guidelines-allow,https://www.fullfact.org/online/bbc-presenters-did-remove-their-poppies-they-were-wearing-them-earlier-bbc-guidelines-allow/,2023-07-16 16:49:13,200,utf-8,text/html; charset=utf-8,
uk-column-covid-deaths,https://www.fullfact.org/health/uk-column-covid-deaths/,2023-07-16 16:49:13,200,utf-8,text/html; charset=utf-8,
brexit-support-poll,https://www.fullfact.org/europe/brexit-support-poll/,2023-07-16 16:49:14,200,utf-8,text/html; charset=utf-8,
japan-soy-sauce-bake-off,https://www.fullfact.org/economy/japan-soy-sauce-bake-off/,2023-07-16 16:49:14,200,utf-8,text/html; charset=utf-8,
2020-death-toll-comparison,https://www.fullfact.org/online/2020-death-toll-comparison/,2023-07-16 16:49:14,200,utf-8,text/html; charset=utf-8,
doctor-nhs-increase,https://www.fullfact.org/health/doctor-nhs-increase/,2023-07-16 16:49:14,200,utf-8,text/html; charset=utf-8,
vaccine-informed-consent,https://www.fullfact.org/online/vaccine-informed-consent/,2023-07-16 16:49:14,200,utf-8,text/html; charset=utf-8,
lee-anderson-benefit-claim,https://www.fullfact.org/economy/lee-anderson-benefit-claim/,2023-07-16 16:49:14,200,utf-8,text/html; charset=utf-8,
850-benefits-week,https://www.fullfact.org/online/850-benefits-week/,2023-07-16 16:49:14,200,utf-8,text/html; charset=utf-8,
october-2020-flu-covid-pandemic,https://www.fullfact.org/online/october-2020-flu-covid-pandemic/,2023-07-16 16:49:14,200,utf-8,text/html; charset=utf-8,
covid-asteroid,https://www.fullfact.org/online/covid-asteroid/,2023-07-16 16:49:15,200,utf-8,text/html; charset=utf-8,
tube-sign-manchester,https://www.fullfact.org/online/tube-sign-manchester/,2023-07-16 16:49:15,200,utf-8,text/html; charset=utf-8,
obama-osama-photoshop,https://www.fullfact.org/online/obama-osama-photoshop/,2023-07-16 16:49:15,200,utf-8,text/html; charset=utf-8,
video-predicts-covid-pandemic,https://www.fullfact.org/online/video-predicts-covid-pandemic/,2023-07-16 16:49:15,200,utf-8,text/html; charset=utf-8,
stanley-johnson-the-virus-book,https://www.fullfact.org/online/stanley-johnson-the-virus-book/,2023-07-16 16:49:15,200,utf-8,text/html; charset=utf-8,
mp-pay-rise-uk-new-zealand,https://www.fullfact.org/online/mp-pay-rise-uk-new-zealand/,2023-07-16 16:49:15,200,utf-8,text/html; charset=utf-8,
matt-hancock-long-covid,https://www.fullfact.org/health/matt-hancock-long-covid/,2023-07-16 16:49:15,200,utf-8,text/html; charset=utf-8,
MPs-25-lunch-allowance,https://www.fullfact.org/online/MPs-25-lunch-allowance/,2023-07-16 16:49:15,200,utf-8,text/html; charset=utf-8,
dominic-raab-93-percent,https://www.fullfact.org/online/dominic-raab-93-percent/,2023-07-16 16:49:15,200,utf-8,text/html; charset=utf-8,
pcr-test-mullis,https://www.fullfact.org/online/pcr-test-mullis/,2023-07-16 16:49:15,200,utf-8,text/html; charset=utf-8,
ptfe-masks-symptoms,https://www.fullfact.org/health/ptfe-masks-symptoms/,2023-07-16 16:49:15,200,utf-8,text/html; charset=utf-8,
seco-track-trace-video,https://www.fullfact.org/online/seco-track-trace-video/,2023-07-16 16:49:16,200,utf-8,text/html; charset=utf-8,
labour-serco-tweet,https://www.fullfact.org/health/labour-serco-tweet/,2023-07-16 16:49:16,200,utf-8,text/html; charset=utf-8,
stop-getting-tested-false-positive,https://www.fullfact.org/online/stop-getting-tested-false-positive/,2023-07-16 16:49:16,200,utf-8,text/html; charset=utf-8,
non-covid-deaths-homes,https://www.fullfact.org/health/non-covid-deaths-homes/,2023-07-16 16:49:16,200,utf-8,text/html; charset=utf-8,
afghanistan-australia-canada-trade,https://www.fullfact.org/economy/afghanistan-australia-canada-trade/,2023-07-16 16:49:16,200,utf-8,text/html; charset=utf-8,
coronavirus-students-positive-home,https://www.fullfact.org/health/coronavirus-students-positive-home/,2023-07-16 16:49:16,200,utf-8,text/html; charset=utf-8,
flu-pneumonia-deaths-wrong,https://www.fullfact.org/online/flu-pneumonia-deaths-wrong/,2023-07-16 16:49:16,200,utf-8,text/html; charset=utf-8,
october-2020-poverty-rates,https://www.fullfact.org/economy/october-2020-poverty-rates/,2023-07-16 16:49:16,200,utf-8,text/html; charset=utf-8,
schools-contact-tracing-not-escalate,https://www.fullfact.org/health/schools-contact-tracing-not-escalate/,2023-07-16 16:49:16,200,utf-8,text/html; charset=utf-8,
india-is-doing-it-hoax-message,https://www.fullfact.org/online/india-is-doing-it-hoax-message/,2023-07-16 16:49:16,200,utf-8,text/html; charset=utf-8,
coronavirus-flu-season-david-kurten,https://www.fullfact.org/health/coronavirus-flu-season-david-kurten/,2023-07-16 16:49:16,200,utf-8,text/html; charset=utf-8,
coronavirus-relationships-lockdown-rules,https://www.fullfact.org/health/coronavirus-relationships-lockdown-rules/,2023-07-16 16:49:16,200,utf-8,text/html; charset=utf-8,
flu-covid-phe-not-combined,https://www.fullfact.org/health/flu-covid-phe-not-combined/,2023-07-16 16:49:17,200,utf-8,text/html; charset=utf-8,
question-time-furlough-scheme,https://www.fullfact.org/economy/question-time-furlough-scheme/,2023-07-16 16:49:17,200,utf-8,text/html; charset=utf-8,
two-million-illegal-borders,https://www.fullfact.org/online/two-million-illegal-borders/,2023-07-16 16:49:17,200,utf-8,text/html; charset=utf-8,
royal-navy-deaths-slavery,https://www.fullfact.org/online/royal-navy-deaths-slavery/,2023-07-16 16:49:17,200,utf-8,text/html; charset=utf-8,
julia-hartley-brewer-flu-covid,https://www.fullfact.org/health/julia-hartley-brewer-flu-covid/,2023-07-16 16:49:17,200,utf-8,text/html; charset=utf-8,
causes-of-death-october-2020,https://www.fullfact.org/health/causes-of-death-october-2020/,2023-07-16 16:49:17,200,utf-8,text/html; charset=utf-8,
ireland-uk-tracing-app,https://www.fullfact.org/online/ireland-uk-tracing-app/,2023-07-16 16:49:17,200,utf-8,text/html; charset=utf-8,
how-spot-misleading-images-online,https://www.fullfact.org/online/how-spot-misleading-images-online/,2023-07-16 16:49:17,200,utf-8,text/html; charset=utf-8,
shamina-begum-october-2020,https://www.fullfact.org/online/shamina-begum-october-2020/,2023-07-16 16:49:17,200,utf-8,text/html; charset=utf-8,
asylum-benefit-fraud-tax-avoidance,https://www.fullfact.org/online/asylum-benefit-fraud-tax-avoidance/,2023-07-16 16:49:17,200,utf-8,text/html; charset=utf-8,
autumn-test-targets-asymptomatic-immunity,https://www.fullfact.org/health/autumn-test-targets-asymptomatic-immunity/,2023-07-16 16:49:17,200,utf-8,text/html; charset=utf-8,
rishi-sunak-arts-opportunities,https://www.fullfact.org/economy/rishi-sunak-arts-opportunities/,2023-07-16 16:49:18,200,utf-8,text/html; charset=utf-8,
London-vs-england-2016-2020,https://www.fullfact.org/crime/London-vs-england-2016-2020/,2023-07-16 16:49:18,200,utf-8,text/html; charset=utf-8,
boris-johnson-quarantine-500,https://www.fullfact.org/health/boris-johnson-quarantine-500/,2023-07-16 16:49:18,200,utf-8,text/html; charset=utf-8,
child-abductions,https://www.fullfact.org/online/child-abductions/,2023-07-16 16:49:18,200,utf-8,text/html; charset=utf-8,
equality-act-face-mask-discrimination,https://www.fullfact.org/online/equality-act-face-mask-discrimination/,2023-07-16 16:49:18,200,utf-8,text/html; charset=utf-8,
sadiq-khan-flu-jab,https://www.fullfact.org/online/sadiq-khan-flu-jab/,2023-07-16 16:49:18,200,utf-8,text/html; charset=utf-8,
coronavirus-face-coverings-guidance,https://www.fullfact.org/health/coronavirus-face-coverings-guidance/,2023-07-16 16:49:18,503,,,Service Temporarily Unavailable
colds-flu-second-wave,https://www.fullfact.org/health/colds-flu-second-wave/,2023-07-16 16:49:18,200,utf-8,text/html; charset=utf-8,
PCR-test-coronavirus,https://www.fullfact.org/online/PCR-test-coronavirus/,2023-07-16 16:49:18,200,utf-8,text/html; charset=utf-8,
mask-fines-vs-indecent-images,https://www.fullfact.org/online/mask-fines-vs-indecent-images/,2023-07-16 16:49:18,200,utf-8,text/html; charset=utf-8,
its-wrong-to-say-that-only-3-of-covid-19-cases-are-caused-by-restaurants-and-pubs,https://www.fullfact.org/health/its-wrong-to-say-that-only-3-of-covid-19-cases-are-caused-by-restaurants-and-pubs/,2023-07-16 16:49:18,200,utf-8,text/html; charset=utf-8,
Serco-test-and-trace,https://www.fullfact.org/health/Serco-test-and-trace/,2023-07-16 16:49:19,200,utf-8,text/html; charset=utf-8,
therese-coffey-mercy-baguma,https://www.fullfact.org/online/therese-coffey-mercy-baguma/,2023-07-16 16:49:19,200,utf-8,text/html; charset=utf-8,
domestic-abuse-free-train,https://www.fullfact.org/online/domestic-abuse-free-train/,2023-07-16 16:49:19,200,utf-8,text/html; charset=utf-8,
coronavirus-obesity-mortality,https://www.fullfact.org/online/coronavirus-obesity-mortality/,2023-07-16 16:49:19,200,utf-8,text/html; charset=utf-8,
vallance-growth-rates,https://www.fullfact.org/health/vallance-growth-rates/,2023-07-16 16:49:19,200,utf-8,text/html; charset=utf-8,
coronavirus-pcr-test-accuracy,https://www.fullfact.org/health/coronavirus-pcr-test-accuracy/,2023-07-16 16:49:19,200,utf-8,text/html; charset=utf-8,
deaths-eat-out-to-help-out,https://www.fullfact.org/online/deaths-eat-out-to-help-out/,2023-07-16 16:49:19,200,utf-8,text/html; charset=utf-8,
post-comparing-deaths-august-guess,https://www.fullfact.org/health/post-comparing-deaths-august-guess/,2023-07-16 16:49:19,200,utf-8,text/html; charset=utf-8,
people-did-die-covid-19-ireland-august,https://www.fullfact.org/online/people-did-die-covid-19-ireland-august/,2023-07-16 16:49:19,200,utf-8,text/html; charset=utf-8,
covid-19-spreads,https://www.fullfact.org/online/covid-19-spreads/,2023-07-16 16:49:19,200,utf-8,text/html; charset=utf-8,
unlicensed-not-untested,https://www.fullfact.org/online/unlicensed-not-untested/,2023-07-16 16:49:19,200,utf-8,text/html; charset=utf-8,
september-2020-nhs-pay,https://www.fullfact.org/online/september-2020-nhs-pay/,2023-07-16 16:49:19,200,utf-8,text/html; charset=utf-8,
boris-johnson-altered-image,https://www.fullfact.org/online/boris-johnson-altered-image/,2023-07-16 16:49:19,200,utf-8,text/html; charset=utf-8,
parliament-distancing-covid,https://www.fullfact.org/health/parliament-distancing-covid/,2023-07-16 16:49:20,200,utf-8,text/html; charset=utf-8,
parliament-social-distancing,https://www.fullfact.org/health/parliament-social-distancing/,2023-07-16 16:49:20,200,utf-8,text/html; charset=utf-8,
government-consultation-covid-vaccine-unlicensed,https://www.fullfact.org/online/government-consultation-covid-vaccine-unlicensed/,2023-07-16 16:49:20,200,utf-8,text/html; charset=utf-8,
coronavirus-social-distancing-mingling,https://www.fullfact.org/health/coronavirus-social-distancing-mingling/,2023-07-16 16:49:20,200,utf-8,text/html; charset=utf-8,
test-and-trace-legislation-dna,https://www.fullfact.org/health/test-and-trace-legislation-dna/,2023-07-16 16:49:20,200,utf-8,text/html; charset=utf-8,
covid-cancer-compared,https://www.fullfact.org/health/covid-cancer-compared/,2023-07-16 16:49:20,200,utf-8,text/html; charset=utf-8,
question-time-testing-figures,https://www.fullfact.org/health/question-time-testing-figures/,2023-07-16 16:49:20,200,utf-8,text/html; charset=utf-8,
distance-travelled-coronavirus-tests,https://www.fullfact.org/health/distance-travelled-coronavirus-tests/,2023-07-16 16:49:20,200,utf-8,text/html; charset=utf-8,
angela-rayner-people-tested,https://www.fullfact.org/health/angela-rayner-people-tested/,2023-07-16 16:49:21,200,utf-8,text/html; charset=utf-8,
group-fine-vs-indecent-image-punishment,https://www.fullfact.org/online/group-fine-vs-indecent-image-punishment/,2023-07-16 16:49:21,200,utf-8,text/html; charset=utf-8,
missing-trafficked-children,https://www.fullfact.org/online/missing-trafficked-children/,2023-07-16 16:49:21,200,utf-8,text/html; charset=utf-8,
fake-instagram-plane-crash,https://www.fullfact.org/online/fake-instagram-plane-crash/,2023-07-16 16:49:21,200,utf-8,text/html; charset=utf-8,
poppies-not-selling-false-2020,https://www.fullfact.org/online/poppies-not-selling-false-2020/,2023-07-16 16:49:21,200,utf-8,text/html; charset=utf-8,
september-coronavirus-testing,https://www.fullfact.org/health/september-coronavirus-testing/,2023-07-16 16:49:21,200,utf-8,text/html; charset=utf-8,
september-2020-test-trace,https://www.fullfact.org/health/september-2020-test-trace/,2023-07-16 16:49:21,200,utf-8,text/html; charset=utf-8,
uk-japan-trade-benefits,https://www.fullfact.org/economy/uk-japan-trade-benefits/,2023-07-16 16:49:21,200,utf-8,text/html; charset=utf-8,
dont-stop-getting-tested,https://www.fullfact.org/health/dont-stop-getting-tested/,2023-07-16 16:49:21,200,utf-8,text/html; charset=utf-8,
covid-ifr-more-01,https://www.fullfact.org/health/covid-ifr-more-01/,2023-07-16 16:49:21,200,utf-8,text/html; charset=utf-8,
unlicensed-vaccine-manufacturers-are-immune-some-not-all-civil-liability,https://www.fullfact.org/health/unlicensed-vaccine-manufacturers-are-immune-some-not-all-civil-liability/,2023-07-16 16:49:21,200,utf-8,text/html; charset=utf-8,
the-distant-future-the-year-2000,https://www.fullfact.org/news/the-distant-future-the-year-2000/,2023-07-16 16:49:22,200,utf-8,text/html; charset=utf-8,
advice-clinically-extremely-vulnerable-people-varies-local-lockdown-area,https://www.fullfact.org/health/advice-clinically-extremely-vulnerable-people-varies-local-lockdown-area/,2023-07-16 16:49:22,200,utf-8,text/html; charset=utf-8,
coronavirus-back-to-work-campaign,https://www.fullfact.org/health/coronavirus-back-to-work-campaign/,2023-07-16 16:49:22,200,utf-8,text/html; charset=utf-8,
data-does-not-show-tests-coronavirus-being-ordered-pre-2020,https://www.fullfact.org/health/data-does-not-show-tests-coronavirus-being-ordered-pre-2020/,2023-07-16 16:49:22,200,utf-8,text/html; charset=utf-8,
non-covid-deaths,https://www.fullfact.org/health/non-covid-deaths/,2023-07-16 16:49:22,200,utf-8,text/html; charset=utf-8,
child-buckingham-palace,https://www.fullfact.org/online/child-buckingham-palace/,2023-07-16 16:49:22,200,utf-8,text/html; charset=utf-8,
ucu-50000-deaths,https://www.fullfact.org/health/ucu-50000-deaths/,2023-07-16 16:49:22,200,utf-8,text/html; charset=utf-8,
